age,gender,profiles,cases,score,Output
59,Male,1,0,5,6
63,Female,1,0,5,6
59,Male,3,2,5,6
63,Female,3,2,5,6
36,Male,3,2,5,6
25,Male,2,2,4,3
43,Female,2,2,4,3
30,Female,1,0,3,3
31,Female,2,2,5,1
31,Male,4,2,5,6
29,Female,4,2,5,6
,Female,4,2,5,6
,Male,4,2,5,6
29,Female,3,4,2.5,1
36,Male,3,4,2.5,1
28,Female,3,4,2.5,1
63,Male,6,0,,1
34,Male,3,0,,1
65,Female,3,0,,1
32,Male,2,1,,1
25,Female,2,1,,1
31,Female,1,1,4.3,6
33,Male,1,1,4.3,6
34,Male,1,1,4.3,6
31,,1,1,4.3,6
30,Male,1,1,4.3,6
,Female,1,1,4.3,6
,Male,1,1,4.3,6
28,,1,1,4.3,6
29,Female,1,1,4.3,6
50,Male,1,0,5,6
30,Female,2,0,5,1
32,Female,12,4,5,3
31,Female,12,4,5,3
38,Male,12,4,5,3
,Male,12,4,5,3
,Female,12,4,5,3
26,Female,2,0,5,3
30,Male,2,0,5,3
54,Female,2,0,5,3
37,Female,5,0,4,3
68,Male,5,0,4,3
40,Male,5,0,4,3
62,Female,5,0,4,3
28,Female,1,1,,3
78,Male,2,0,,1
37,Male,1,1,5,1
46,Female,4,0,,1
40,Male,4,0,,1
13,Male,4,0,,1
25,Male,4,0,,1
32,Female,4,0,,1
24,Male,1,1,5,6
48,Female,1,1,5,6
26,Female,2,1,4,3
25,Female,2,1,4,3
53,Female,2,1,4,3
30,Male,1,1,,1
20,Male,3,2,4,1
29,Male,3,11,4.3,6
29,Male,3,1,4.3,6
29,Female,3,11,4.3,6
29,Female,3,1,4.3,6
19,Female,1,17,3.5,3
19,Female,1,2,3.5,3
34,Male,2,1,5,6
19,Male,2,1,5,6
26,Female,2,1,5,6
29,Male,1,3,4,1
25,Female,1,3,4,1
70,Male,1,1,4.5,3
63,Female,1,1,4.5,3
29,Male,1,1,4.7,3
28,Male,1,1,4.7,3
27,Male,1,1,4.7,3
36,Female,3,1,3,3
35,Male,3,1,3,3
,Male,3,1,3,3
34,Male,3,1,2.8,3
26,Female,3,1,2.8,3
34,Male,4,5,2.8,3
26,Female,4,5,2.8,3
,Female,2,1,5,3
26,Female,2,1,5,3
45,Female,2,1,5,3
33,Male,2,1,5,3
24,Male,1,1,,1
,Female,1,1,5,6
23,Female,1,1,5,6
24,Female,1,1,5,6
30,Male,1,1,5,6
23,Male,5,1,5,1
16,Female,5,1,5,1
41,Female,5,1,5,1
26,Male,4,2,4.5,6
45,Female,4,2,4.5,6
29,Female,5,26,4.3,3
29,Female,5,1,4.3,6
26,Male,5,26,4.3,3
26,Male,5,1,4.3,6
59,Male,5,26,4.3,3
50,Female,5,26,4.3,3
59,Male,5,1,4.3,6
50,Female,5,1,4.3,6
25,Female,5,26,4.3,3
25,Female,5,1,4.3,6
29,Female,6,37,4.3,3
26,Male,6,37,4.3,3
59,Male,6,37,4.3,3
50,Female,6,37,4.3,3
25,Female,6,37,4.3,3
51,Female,2,1,5,1
25,Male,2,1,5,1
45,Female,1,1,,3
25,Male,1,1,,3
31,Female,1,0,4.3,6
,Female,1,0,4.3,6
29,Male,1,0,5,6
29,Male,1,1,5,1
,Male,2,1,3,3
,Female,2,1,3,3
36,Female,2,1,3,3
21,Male,1,1,5,3
42,Male,3,0,,1
40,Female,3,0,,1
68,Male,3,0,,1
30,Male,1,1,4,6
35,Female,1,1,4.3,3
32,Male,2,3,5,6
60,Female,2,3,5,6
34,Female,2,3,5,6
29,Female,2,3,5,6
28,Male,3,5,5,1
53,Female,3,5,5,1
27,Female,3,5,5,1
59,Male,3,5,5,1
54,Male,1,0,3.3,6
29,Female,1,0,3.3,6
29,Male,1,0,3.3,6
50,Male,1,0,3.3,6
59,Male,1,0,3.3,6
27,Male,1,7,5,3
48,Male,1,7,5,3
28,Female,1,7,5,3
27,Female,1,7,5,3
27,Male,7,20,5,1
48,Male,7,20,5,1
28,Female,7,20,5,1
27,Female,7,20,5,1
20,Male,1,0,,1
54,Male,1,0,,1
35,Male,1,1,2.7,3
45,Female,1,1,2.7,3
,Female,2,5,5,1
38,Female,2,5,5,1
34,Male,2,5,5,1
65,Female,2,5,5,1
30,Female,2,5,5,1
,Male,2,5,5,1
22,Male,2,5,5,1
47,Female,2,5,5,1
54,Male,2,5,5,1
51,Female,2,5,5,1
24,Male,2,5,5,1
94,Female,2,5,5,1
67,Male,2,5,5,1
27,Female,2,5,5,1
23,Female,2,1,,3
63,Male,2,1,,3
34,Male,3,3,5,1
,Female,3,3,5,1
29,Male,2,2,5,1
46,Male,2,2,5,1
31,Female,2,2,5,3
20,Male,1,1,,3
22,Female,1,1,,3
30,Male,1,1,,3
53,Male,1,0,5,6
25,Female,1,0,5,6
46,Female,1,0,5,6
21,Male,1,0,5,6
33,Female,2,0,,1
26,Male,1,1,5,6
27,Female,1,2,3.5,3
31,Male,1,2,3.5,3
28,Male,1,5,4.5,1
63,Male,1,5,4.5,1
37,Male,1,2,3.7,3
45,Female,3,2,3,6
23,Male,3,2,3,6
30,Male,1,1,4,1
,Female,1,1,4,3
62,Male,1,1,4,3
33,Male,1,1,4,3
16,Female,1,1,4,3
,Female,5,5,4,1
62,Male,5,5,4,1
33,Male,5,5,4,1
16,Female,5,5,4,1
27,Male,1,1,3.3,3
33,Male,1,1,,6
40,Female,2,1,5,6
69,Male,2,1,5,6
32,Female,2,1,5,6
64,Female,2,1,5,6
33,Male,2,1,5,6
,Male,2,1,5,6
,Female,2,1,5,6
40,Female,5,5,5,6
69,Male,5,5,5,6
32,Female,5,5,5,6
64,Female,5,5,5,6
33,Male,5,5,5,6
,Male,5,5,5,6
,Female,5,5,5,6
32,Male,2,3,3,1
26,Female,2,3,3,1
28,Female,2,3,3,1
50,Male,2,0,,3
60,Male,1,0,,1
31,Male,1,0,,1
22,Male,1,1,4.7,3
23,Male,1,1,4.7,3
,Male,1,0,,1
32,Male,1,0,,1
31,Female,2,3,5,3
37,Male,2,3,5,3
,Female,2,3,3,1
49,Female,2,3,3,1
24,Female,2,3,3,1
47,Male,2,3,3,1
41,Female,1,0,,3
34,Female,2,1,4.8,3
61,Female,2,1,4.8,3
,Female,2,1,4.8,3
36,Male,2,1,4.8,3
33,Female,2,1,4.8,3
32,Male,2,1,5,1
46,Female,2,1,5,3
28,Female,1,4,5,3
26,Female,1,4,5,3
63,Male,2,0,4,3
30,Male,2,0,4,3
23,Male,1,3,4.1,6
33,Male,1,3,4.1,6
23,Male,4,6,4.1,3
33,Male,4,6,4.1,3
35,Male,1,1,4,1
44,Male,2,1,5,3
23,Male,1,1,,1
,Female,2,2,3.7,6
62,Female,2,2,3.7,6
36,Male,2,2,3.7,6
47,Female,1,0,,1
33,Male,3,3,3,1
,Male,3,3,3,1
31,Female,3,3,3,1
24,Male,1,0,4.5,6
24,Female,1,0,4.5,6
21,Male,1,0,4.5,6
24,Male,3,12,4.5,6
24,Female,3,12,4.5,6
21,Male,3,12,4.5,6
30,Female,3,6,5,1
57,Female,1,2,4,3
31,Female,1,2,4,3
28,Male,1,0,3.5,3
36,Male,1,0,,3
,Male,4,2,5,3
31,Female,4,2,5,3
32,Male,4,2,5,3
43,Female,2,1,,1
44,Female,2,1,,1
18,Male,2,1,,1
50,Male,2,1,,1
,Female,3,1,,1
28,Male,3,1,,1
30,Female,3,2,4.5,1
56,Male,3,2,4.5,1
31,Male,3,2,4.5,1
63,Male,3,2,4.5,1
38,Male,2,1,3,1
34,Female,2,1,3,1
42,Male,3,1,5,3
,Female,3,1,5,3
43,Male,3,1,5,3
63,Male,2,0,,1
,Male,3,2,5,3
34,Male,3,2,5,3
14,Male,3,2,5,3
36,Female,3,2,5,3
27,Female,1,1,4.8,6
18,Male,1,1,4.8,6
51,Female,1,1,4.8,6
27,Female,3,6,4.8,6
18,Male,3,6,4.8,6
51,Female,3,6,4.8,6
32,Male,1,1,5,3
26,Female,3,1,,3
27,Male,3,1,,3
45,Male,4,3,4,1
27,Male,4,3,4,1
19,Female,4,3,4,1
44,Female,4,3,4,1
20,Male,1,0,3,1
31,Female,1,1,5,3
24,Male,1,3,,3
24,Female,1,3,,3
30,Female,1,4,5,3
29,Male,1,4,5,3
30,Female,2,17,5,1
29,Male,2,17,5,1
26,Male,1,1,5,1
24,Male,1,1,5,1
28,Female,5,1,,3
,Male,5,1,,3
23,Female,5,1,,3
61,Male,5,1,,3
28,Male,5,1,,3
35,Male,2,0,,1
12,Male,2,1,,1
53,Male,2,1,,1
28,Female,17,1,4,3
,Female,17,1,4,3
51,Female,17,1,4,3
30,Male,1,0,4,3
22,Male,3,3,4,1
23,Female,3,3,4,1
56,Male,3,3,4,1
38,Male,3,3,4,1
27,Female,2,4,,1
,Female,1,1,3.7,3
36,Female,1,1,3.7,3
,Male,1,1,3.7,3
38,Male,1,1,3.7,3
,Female,4,12,3.7,3
36,Female,4,12,3.7,3
,Male,4,12,3.7,3
38,Male,4,12,3.7,3
52,Male,3,1,5,1
60,Female,3,1,5,1
53,Female,2,1,5,3
31,Female,2,1,5,3
34,Male,2,1,5,3
32,Male,2,1,5,3
32,Female,2,1,5,3
53,Female,4,8,5,6
31,Female,4,8,5,6
34,Male,4,8,5,6
32,Male,4,8,5,6
32,Female,4,8,5,6
59,Male,3,4,2,1
27,Male,3,4,2,1
53,Female,3,4,2,1
,Female,4,2,5,3
34,Female,4,2,5,3
40,Male,1,0,,3
27,Male,1,1,4.7,6
28,Male,1,1,4.7,6
28,Female,2,1,,1
26,Male,2,1,,1
47,Female,2,1,,1
,Female,2,1,,1
30,Male,1,1,5,1
29,Male,2,1,,1
29,Male,2,2,4,1
28,Female,2,2,4,1
47,Female,2,2,4,1
26,Female,3,5,5,1
31,Female,3,5,5,1
23,Male,2,0,,3
31,Male,2,0,,3
25,Female,1,0,,1
23,Female,3,1,,1
40,Female,3,1,,1
65,Male,3,1,,1
26,Male,3,1,,1
24,Female,3,1,,1
30,Male,1,1,4,3
49,Female,2,2,,3
25,Female,2,2,,3
22,Male,2,2,,3
54,Female,2,2,,3
44,Male,1,0,,1
47,Male,1,0,,1
57,Male,1,0,,1
19,Male,5,2,5,3
30,Female,5,2,5,3
33,Female,1,2,4.3,3
30,Male,1,2,4.3,3
50,Female,1,1,,3
62,Male,1,1,,3
29,Female,1,1,,3
33,Female,1,1,4.5,3
34,Male,1,1,4.5,3
32,Male,2,5,5,1
29,Female,2,5,5,1
29,Female,1,1,5,3
26,Male,1,1,5,3
28,Male,1,1,,1
,Female,4,0,,1
28,Female,4,0,,1
32,Female,3,3,5,1
32,Female,3,1,5,3
33,Female,3,3,5,1
,Male,3,3,5,1
33,Female,3,1,5,3
,Male,3,1,5,3
34,Male,8,0,5,1
28,Male,2,6,4.5,6
19,Male,1,1,5,1
40,Female,1,1,5,1
35,Female,1,2,4.5,1
66,Male,1,2,4.5,1
55,Female,1,2,4.5,1
37,Male,1,2,4.5,1
40,Male,1,1,4,3
40,Male,3,2,4,3
40,Male,2,1,5,1
27,Female,2,1,5,1
,Female,2,1,5,1
34,Female,2,1,5,1
36,Male,2,1,,3
23,Female,2,1,,1
21,Female,1,1,4.5,1
32,Male,1,1,4.5,1
33,Male,2,1,5,1
28,Female,2,1,5,1
38,Male,1,1,4.8,6
,,1,1,4.8,6
36,Male,1,1,4.8,6
30,Male,1,1,4.8,6
31,Male,1,1,4.8,6
34,Male,1,1,4.8,6
30,Female,1,1,4.8,6
38,Male,7,53,4.8,3
,,7,53,4.8,3
36,Male,7,53,4.8,3
30,Male,7,53,4.8,3
31,Male,7,53,4.8,3
34,Male,7,53,4.8,3
30,Female,7,53,4.8,3
32,Female,1,3,5,1
29,Female,1,3,5,1
22,Male,1,1,4,1
,Male,4,7,,1
30,Female,4,7,,1
64,Female,4,7,,1
,Female,4,7,,1
48,Female,4,1,2.2,3
28,Female,4,1,2.2,3
27,Female,4,1,2.2,3
31,Male,4,1,2.2,3
26,Male,4,1,2.2,3
75,Female,1,0,,3
43,Female,1,1,4.8,3
20,Female,1,1,4.8,3
,Female,1,1,4.8,3
17,Female,1,1,4.8,3
38,Male,1,1,4.7,3
56,Female,1,1,4.7,3
33,Male,1,1,4.7,3
32,Male,1,1,4.7,3
34,Male,1,1,4.7,3
35,Male,1,1,4.7,3
25,Female,2,2,4,1
24,Male,2,2,4,1
25,Female,3,2,5,1
26,Male,3,2,5,1
37,Female,1,0,3.5,3
35,Female,2,1,5,1
22,Female,2,1,5,1
28,Female,4,2,,1
23,Female,4,2,,1
27,Female,4,2,,1
71,Female,1,1,5,3
23,Male,1,1,5,3
26,Male,1,2,3,1
45,Male,1,0,,1
28,Male,2,3,,1
30,Male,2,3,,1
52,Female,1,1,3,3
,Male,3,2,,1
,Female,3,2,,1
38,Male,3,2,,1
20,Female,1,1,4.3,3
43,Female,1,1,4.3,3
49,Male,1,1,4.3,3
,Female,1,1,4.3,3
36,Male,1,0,,1
31,Male,3,3,4.5,1
26,Female,3,3,4.5,1
33,Male,1,0,,1
25,Male,1,1,5,3
24,Female,2,1,3,1
24,Male,2,1,3,1
32,Male,1,1,,1
22,Male,2,0,5,1
26,Female,1,1,5,3
50,Female,2,2,5,1
18,Female,2,2,5,1
26,Male,1,0,,1
30,Female,1,1,4.6,3
32,Female,1,1,4.6,3
68,Male,1,1,4.6,3
33,Male,3,8,4.8,3
54,Female,3,8,4.8,3
38,Female,3,8,4.8,3
63,Male,3,8,4.8,3
56,Female,3,8,4.8,3
33,Male,6,22,4.8,1
54,Female,6,22,4.8,1
38,Female,6,22,4.8,1
63,Male,6,22,4.8,1
56,Female,6,22,4.8,1
20,Male,2,1,3.8,3
41,Female,3,4,5,3
32,Male,3,4,5,3
45,Male,2,1,,1
27,Male,5,3,,1
27,Female,5,3,,1
30,Female,2,0,,1
30,Female,1,2,,6
27,Female,3,1,,1
33,Female,2,1,5,1
45,Female,1,0,,1
33,Female,1,0,,1
31,Female,3,2,4.7,1
,Female,3,2,4.7,1
,Male,1,3,5,1
24,Female,1,3,5,1
30,Female,1,3,5,1
26,Male,1,2,5,3
25,Male,1,2,5,3
48,Female,1,2,5,3
26,Male,2,11,5,3
25,Male,2,11,5,3
48,Female,2,11,5,3
28,Male,1,1,3.5,3
26,Female,2,0,,1
28,Male,1,5,4.3,3
28,Male,1,1,4.3,3
65,Male,1,5,4.3,3
65,Male,1,1,4.3,3
30,Female,1,5,4.3,3
30,Female,1,1,4.3,3
21,Male,1,5,4.3,3
21,Male,1,1,4.3,3
29,Female,2,0,3.4,3
52,Female,2,0,3.4,3
31,Male,2,0,3.4,3
,Female,2,0,3.4,3
61,Male,2,0,3.4,3
29,Male,2,1,5,3
27,Female,2,1,5,3
31,Male,1,0,4.2,6
26,Female,1,0,4.2,6
25,Male,1,0,4.2,6
31,Male,5,12,4.2,6
29,Female,5,12,4.2,6
26,Female,5,12,4.2,6
25,Male,5,12,4.2,6
27,Male,1,2,5,1
36,Male,2,1,3,1
31,Male,2,1,3,1
27,Female,1,3,5,1
,Male,3,5,,1
33,Male,3,5,,1
30,Female,3,5,,1
29,Male,2,1,5,1
28,Male,2,1,5,1
22,Female,6,6,5,1
23,Male,6,6,5,1
50,Male,6,6,5,1
23,Female,6,6,5,1
22,Male,1,0,4,1
23,Female,1,8,5,3
,Female,1,8,5,3
45,Female,3,0,4.5,1
68,Male,3,0,4.5,1
36,Male,3,0,4.5,1
32,Female,3,0,4.5,1
37,Female,3,0,4.5,1
38,Male,3,0,4.5,1
,Male,3,0,4.5,1
44,Male,3,0,4.5,1
39,Female,3,0,4.5,1
45,Female,3,0,,1
82,Female,3,2,,1
52,Female,3,2,,1
36,Male,3,1,,3
30,Female,3,1,,3
59,Female,1,1,3,3
29,Male,1,1,3,3
59,Female,2,10,3,3
29,Male,2,10,3,3
42,Male,2,0,,3
29,Male,1,0,,1
34,Male,2,5,,3
64,Female,2,5,,3
26,Male,2,0,,3
37,Female,2,0,,1
74,Female,2,1,,3
52,Male,2,1,,3
29,Male,1,3,5,3
24,Male,1,3,5,3
30,Male,1,3,5,3
25,Male,1,3,5,3
40,Male,2,0,2.3,3
47,Female,2,0,2.3,3
57,Female,2,0,2.3,3
14,Female,2,0,,1
,Male,2,1,5,1
,Male,3,2,5,1
48,Female,3,2,5,1
60,Female,3,2,5,1
34,Male,3,2,5,1
20,Female,3,2,5,1
21,Male,1,2,2.9,6
46,Female,1,2,2.9,6
21,Male,3,40,2.9,6
46,Female,3,40,2.9,6
36,Male,4,2,5,3
65,Female,4,2,5,3
50,Male,4,2,4.7,1
36,Female,2,3,5,1
38,Male,2,3,5,1
24,Male,3,2,4,3
46,Female,3,2,4,3
65,Male,2,1,,1
,Female,3,1,4.3,6
33,Male,3,1,4.3,6
30,Female,3,1,4.3,6
57,Female,3,1,4.3,6
32,Female,3,10,3.7,3
32,Female,3,1,3.7,3
63,Female,3,10,3.7,3
63,Female,3,1,3.7,3
34,Male,3,10,3.7,3
34,Male,3,1,3.7,3
32,Female,4,17,3.7,3
63,Female,4,17,3.7,3
34,Male,4,17,3.7,3
29,Male,3,2,4,3
29,Female,3,2,4,3
27,Female,3,2,5,1
32,Male,3,2,5,1
,Female,3,2,5,1
38,Male,2,2,,3
53,Female,2,2,,3
34,Male,3,1,5,1
62,Female,3,1,5,1
28,Male,1,1,3,1
35,Male,3,1,4,1
32,Female,3,1,4,1
,Female,3,1,4,1
30,Female,2,1,4.5,3
35,Male,2,1,4.5,3
24,Male,1,2,4,3
31,Male,2,2,5,1
29,Female,2,2,5,1
28,Male,3,1,,3
26,Female,2,1,,3
33,Male,2,1,,3
29,Male,1,1,4,6
26,Female,2,4,4.3,1
48,Female,2,4,4.3,1
80,Female,2,4,4.3,1
58,Male,2,4,4.3,1
15,Female,2,2,5,1
38,Female,2,2,5,1
,Female,1,0,,3
39,Male,1,0,,1
27,Male,1,1,5,6
59,Male,3,0,3,3
45,Female,1,0,4,3
33,Female,3,2,4,3
18,Female,3,2,4,3
,Male,3,2,4,3
20,Female,3,2,4,3
31,Male,3,2,4,3
22,Male,1,0,,1
25,Female,1,5,4.6,3
25,Female,1,2,4.6,3
33,Female,1,0,4.7,3
38,Male,1,0,4.7,3
,Male,1,0,4.7,3
,Female,1,0,4.7,3
33,Female,4,7,4.7,3
38,Male,4,7,4.7,3
,Male,4,7,4.7,3
,Female,4,7,4.7,3
62,Female,1,1,5,3
29,Male,1,1,5,3
24,Male,2,2,3,1
49,Female,2,2,3,1
23,Female,2,2,3,1
54,Male,2,2,3,1
19,Male,2,1,,1
38,Female,1,0,5,3
,Male,1,0,5,3
38,Male,1,0,5,3
77,Male,1,0,5,3
38,Female,3,7,5,3
,Male,3,7,5,3
38,Male,3,7,5,3
77,Male,3,7,5,3
38,Female,6,9,5,3
,Male,6,9,5,3
38,Male,6,9,5,3
77,Male,6,9,5,3
60,Male,2,0,,1
43,Female,2,0,,1
27,Male,1,1,5,1
,Male,2,1,,1
,Female,5,4,,1
60,Male,5,4,,1
66,Male,5,4,,1
30,Male,5,4,,1
33,Male,3,0,1,1
,Male,3,0,1,1
64,Male,2,1,4.7,6
59,Female,2,1,4.7,6
34,Female,2,1,4.7,6
33,Female,2,1,4.7,6
64,Male,3,7,4.7,1
59,Female,3,7,4.7,1
34,Female,3,7,4.7,1
33,Female,3,7,4.7,1
40,Female,1,0,3.7,3
11,Male,1,0,3.7,3
63,Female,1,0,3.7,3
14,Female,1,0,3.7,3
40,Female,6,4,3.7,3
11,Male,6,4,3.7,3
63,Female,6,4,3.7,3
14,Female,6,4,3.7,3
34,Female,1,1,,1
30,Male,3,2,,1
27,Female,3,2,,1
55,Female,1,0,,1
23,Female,1,0,5,3
61,Female,1,0,,3
66,Male,1,0,,3
55,Male,3,1,,1
27,Male,3,1,,1
46,Female,3,1,,1
,Male,2,1,5,3
25,Female,2,1,5,3
,Male,4,11,5,3
25,Female,4,11,5,3
45,Female,1,1,,1
48,Female,1,1,,1
28,Female,1,1,,1
22,Male,1,1,,3
49,Male,1,1,,3
46,Female,1,1,,3
23,Female,1,1,,3
65,Male,3,2,5,1
33,Female,3,2,5,1
33,Male,1,1,3.5,6
27,Female,3,2,5,3
27,Male,3,2,5,3
29,Male,1,1,,1
30,Female,1,1,,1
36,Female,4,7,5,1
,Female,4,7,5,1
34,Male,5,2,5,1
26,Male,5,2,5,1
26,Female,5,2,5,1
29,Male,5,2,5,1
27,Male,7,1,5,1
25,Female,7,1,5,1
73,Female,3,1,5,3
25,Male,1,1,,1
34,Male,2,1,5,1
,Male,2,0,5,3
64,Male,2,0,5,3
61,Female,2,0,,1
32,Male,1,1,5,1
67,Female,5,2,5,1
15,Female,5,2,5,1
28,Male,5,2,5,1
35,Male,2,2,5,3
30,Female,2,2,5,3
36,Male,2,2,5,3
,Male,2,2,5,3
34,Female,2,2,5,3
,Female,5,13,5,6
35,Male,5,13,5,6
30,Female,5,13,5,6
36,Male,5,13,5,6
,Male,5,13,5,6
34,Female,5,13,5,6
32,Female,3,4,5,1
15,Male,4,2,,1
43,Female,4,2,,1
44,Male,2,2,4.6,3
42,Female,2,2,4.6,3
,Female,2,2,4.6,3
44,Male,5,8,4.6,3
,Male,5,8,4.6,3
42,Female,5,8,4.6,3
,Female,5,8,4.6,3
54,Female,3,1,,1
29,Female,3,1,,1
26,Female,2,2,5,1
52,Female,2,2,5,1
24,Male,2,1,5,1
50,Female,2,0,,1
57,Male,2,0,,1
87,Male,2,0,,1
61,Female,3,1,5,1
21,Female,2,1,,1
28,Male,2,1,3.7,6
27,Female,2,1,3.7,6
28,Female,2,1,3.7,6
39,Male,2,2,5,1
21,Female,1,1,4,3
27,Male,2,1,,1
66,Male,2,1,,1
30,Male,1,1,5,3
50,Female,1,1,5,3
48,Female,1,1,5,3
,Female,1,1,5,3
30,Male,5,4,5,1
50,Female,5,4,5,1
48,Female,5,4,5,1
,Female,5,4,5,1
29,Male,5,4,5,1
39,Male,3,3,3,1
38,Female,3,3,3,1
,Male,4,2,,1
60,Female,4,2,,1
26,Female,4,2,,1
33,Male,4,2,,1
39,Male,3,8,4.1,3
39,Male,3,1,4.1,3
32,Male,3,8,4.1,3
32,Male,3,1,4.1,3
33,Female,3,8,4.1,3
33,Female,3,1,4.1,3
50,Male,1,0,,1
26,Male,1,0,4.5,3
90,Female,1,0,4.5,3
29,Male,1,3,,1
24,Female,1,1,,6
31,Female,1,2,4.5,3
52,Female,3,0,,1
29,Female,2,0,,3
28,Female,2,0,,3
58,Male,2,0,,3
54,Female,2,0,,3
20,Female,1,1,3,3
36,Female,1,2,4.7,1
41,Male,1,2,4.7,1
33,Male,4,1,,1
57,Male,4,1,,1
27,Male,3,0,,1
41,Male,1,0,4,6
31,Female,1,1,5,1
16,Female,3,3,,3
80,Male,3,3,,3
42,Male,3,3,,3
15,Female,3,3,,3
24,Female,1,1,5,3
40,Female,3,2,4,1
48,Male,3,2,4,1
68,Male,2,1,,3
42,Female,1,0,5,3
29,Male,1,2,,1
31,Female,1,2,,1
23,Female,2,2,3.3,3
28,Female,2,2,3.3,3
25,Male,2,2,3.3,3
17,Male,2,2,3.3,3
43,Female,2,2,3.3,3
40,Female,2,0,,1
44,Male,2,0,,1
28,Male,1,1,5,3
21,Female,1,1,5,3
28,Male,3,3,5,1
21,Female,3,3,5,1
33,Female,5,5,4.5,1
32,Male,5,5,4.5,1
52,Female,5,5,4.5,1
23,Female,1,4,3.6,6
24,Male,1,4,3.6,6
22,Female,1,4,3.6,6
23,Male,1,4,3.6,6
23,Female,6,15,3.6,6
24,Male,6,15,3.6,6
22,Female,6,15,3.6,6
23,Male,6,15,3.6,6
29,Male,1,2,5,3
58,Female,2,1,5,1
45,Female,2,1,,1
23,Female,1,1,4.8,3
54,Male,1,1,4.8,3
45,Female,1,1,4.8,3
23,Female,5,7,4.8,3
54,Male,5,7,4.8,3
43,Female,5,7,4.8,3
45,Female,5,7,4.8,3
30,Female,1,6,5,1
25,Female,1,3,5,3
28,Male,4,1,,1
21,Male,1,3,4.5,3
24,Female,1,3,4.5,3
52,Male,1,3,4.5,3
30,Male,2,5,5,1
,Female,4,2,3,3
34,Female,4,2,3,3
,Male,4,2,3,3
40,Male,4,2,3,3
51,Male,3,2,,3
42,Female,3,2,,3
19,Male,3,2,,3
31,Male,1,3,4.5,3
32,Female,2,3,3,1
24,Female,3,0,,3
25,Female,3,0,,3
22,Male,1,1,4.5,1
32,Male,4,2,,1
31,Male,1,1,5,1
75,Male,2,0,,1
26,Female,3,1,4,1
28,Male,3,1,4,1
26,Male,1,1,4.5,3
50,Female,1,1,4.5,3
25,Female,1,1,4.5,3
,Female,3,4,5,1
29,Female,3,4,5,1
24,Male,3,4,5,1
32,Male,3,4,5,1
11,Female,3,4,5,1
28,Female,5,1,5,1
32,Female,1,3,4,1
63,Male,1,3,4,1
24,Female,2,1,5,3
26,Male,2,1,5,3
26,Female,3,7,4.5,3
27,Male,3,7,4.5,3
19,Male,3,7,4.5,3
23,Male,2,1,,1
22,Female,1,1,4,3
62,Male,1,1,5,1
75,Female,1,1,5,1
52,Female,1,1,5,1
50,Male,1,1,,1
21,Female,1,1,,1
24,Male,1,2,5,1
54,Male,1,2,5,1
22,Female,1,1,3.7,3
22,Male,2,1,5,3
50,Male,2,1,5,3
30,Female,1,0,,3
,Female,2,0,5,3
16,Female,3,1,4,6
,Male,3,1,4,6
22,Female,3,1,4,6
27,Male,2,3,5,1
19,Female,2,3,5,1
18,Female,1,0,4.5,3
19,Female,1,0,4.5,3
,,1,0,,1
40,Male,3,1,5,1
22,Female,2,6,4,3
25,Male,2,6,4,3
18,Male,1,0,5,3
36,Female,1,0,5,3
19,Male,1,0,5,1
28,Female,2,0,5,3
23,Male,1,2,5,1
28,Male,2,6,4.5,1
28,Male,2,1,4.5,3
35,Male,4,1,5,1
,Male,4,1,5,1
39,Female,4,2,5,1
79,Male,4,2,5,1
25,Male,4,1,4.8,6
49,Female,4,1,4.8,6
29,Male,4,1,4.8,6
59,Female,1,1,5,1
24,Female,1,1,5,1
,Female,1,1,,1
45,Male,4,0,,1
56,Female,4,0,,1
65,Male,4,0,,1
30,Female,4,0,,1
60,Female,4,4,5,1
38,Female,4,4,5,1
15,Male,4,4,5,1
39,Male,4,4,5,1
33,Male,2,2,1,1
30,Female,2,2,1,1
31,Female,2,7,5,3
40,Male,1,2,5,3
