age,gender,profiles,cases,score,Output
20,Male,1,1,4,1
29,Male,2,4,,1
54,Female,2,4,,1
28,Female,2,4,,1
44,Male,3,4,5,1
34,Female,2,1,,3
27,Male,2,1,4.5,3
24,Female,2,1,4.5,3
29,Male,1,0,,6
31,Female,1,1,,1
36,Male,1,1,4.2,3
,Female,1,1,4.2,3
23,Female,1,1,4.2,3
36,Male,4,8,4.2,1
,Female,4,8,4.2,1
23,Female,4,8,4.2,1
27,Male,1,0,3,3
33,Male,1,5,3.7,1
49,Female,2,1,5,1
30,Female,3,1,,1
31,Male,3,1,,1
19,Female,3,1,5,1
68,Male,3,1,5,1
36,Male,4,0,,3
25,Female,1,8,5,3
32,Female,2,1,4.5,3
34,Male,2,1,4.5,3
26,Female,1,2,,3
34,Male,1,2,,3
47,Male,6,4,5,1
19,Male,6,4,5,1
75,Male,6,4,5,1
40,Female,6,4,5,1
24,Male,3,1,,1
52,Female,3,1,,1
35,Male,2,1,5,3
30,Female,2,1,5,3
48,Female,1,0,,1
31,Male,1,1,,1
25,Female,2,3,5,3
24,Male,2,3,5,3
34,Female,3,1,,1
63,Female,3,1,,1
64,Female,3,1,,1
75,Male,1,0,3.1,3
68,Female,1,0,3.1,3
40,Male,1,0,3.1,3
74,Male,1,0,3.1,3
54,Female,1,0,3.1,3
,Male,1,0,3.1,3
43,Male,1,0,3.1,3
,Female,1,0,3.1,3
45,Female,1,0,5,3
24,Male,1,0,4.7,3
54,Female,1,0,4.7,3
58,Female,1,2,,3
31,Male,1,2,,3
89,Female,3,3,5,1
18,Female,3,3,5,1
56,Male,3,3,5,1
24,Female,2,1,4,1
53,Male,2,1,4,1
27,Male,2,1,4,1
38,Male,3,2,1,1
48,Female,4,1,5,3
26,Female,4,1,5,3
87,Male,4,1,5,3
28,Male,4,1,5,3
,,2,0,,3
50,Female,2,3,4.3,3
20,Male,2,3,4.3,3
19,Female,2,3,4.3,3
25,Female,2,2,,1
54,Male,2,2,,1
16,Female,4,3,5,1
48,Male,4,3,5,1
75,Female,4,3,5,1
55,Female,1,0,5,3
24,Female,1,0,5,3
22,Male,1,0,5,3
36,Male,1,1,5,1
,Male,1,1,5,1
49,Male,5,2,,1
42,Male,5,2,,1
60,Male,5,2,,1
22,Male,5,2,,1
48,Female,5,2,,1
22,Male,1,1,5,1
26,Female,1,2,,1
34,Male,2,3,4,1
27,Female,2,3,4,1
25,Male,6,12,5,1
31,Female,6,12,5,1
,Female,6,12,5,1
28,Male,6,12,5,1
42,Female,6,12,5,1
50,Female,6,12,5,1
64,Male,2,1,4,1
28,Female,2,1,4,1
23,Male,1,3,5,1
27,Female,1,1,4.2,3
26,Male,1,1,4.2,3
52,Female,1,1,4.2,3
29,Male,1,1,,3
25,Female,2,0,5,1
41,Male,5,3,5,3
41,Male,5,0,5,3
38,Female,5,3,5,3
38,Female,5,0,5,3
11,Male,5,3,5,3
11,Male,5,0,5,3
67,Female,5,3,5,3
67,Female,5,0,5,3
54,Female,2,1,,1
27,Male,2,1,2.3,6
35,Male,1,2,4.7,1
,Male,1,2,4.7,1
25,Female,1,2,4.7,1
18,Male,1,2,4.7,1
29,Female,1,2,4.7,1
,Female,1,2,4.7,1
39,Female,3,3,5,3
39,Male,3,3,5,3
,Male,3,3,5,3
12,Male,3,3,5,3
23,Male,3,2,,1
50,Female,3,2,,1
36,Male,3,2,5,3
28,Female,3,2,5,3
30,Male,2,2,4,3
33,Female,2,2,4,3
29,Male,3,1,,1
48,Female,3,1,,1
28,Male,3,2,4,1
28,Female,3,2,4,1
35,Female,1,2,4,1
28,Female,6,3,4.5,1
30,Male,6,3,4.5,1
,Female,6,3,4.5,1
52,Female,6,3,4.5,1
27,Male,3,3,,1
28,Female,3,3,,1
23,Female,2,1,5,1
61,Male,2,1,5,1
37,Female,2,1,5,1
30,Female,4,3,,3
63,Male,4,3,,3
26,Male,1,2,,3
56,Male,1,7,5,1
52,Female,2,2,,1
25,Male,2,2,,1
36,Female,1,1,5,3
23,Male,1,2,,1
28,Female,2,3,5,3
,Male,2,3,5,3
31,Male,1,0,,3
22,Male,1,1,5,3
40,Male,4,3,,1
35,Female,4,3,,1
,Female,4,3,,1
58,Female,2,1,3.9,3
30,Male,2,1,3.9,3
66,Male,2,1,3.9,3
,Male,2,1,3.9,3
29,Female,2,1,3.9,3
58,Female,6,24,3.9,3
30,Male,6,24,3.9,3
66,Male,6,24,3.9,3
,Male,6,24,3.9,3
29,Female,6,24,3.9,3
21,Female,2,6,3.8,1
57,Female,2,6,3.8,1
30,Female,7,1,4,1
35,Male,1,0,5,3
46,Male,1,1,4.3,3
35,Male,1,0,1,3
26,Female,2,1,3,3
22,Male,2,1,3,3
27,Male,2,1,3,3
69,Male,2,1,,1
62,Female,2,1,,1
21,Female,1,1,5,1
25,Male,1,1,4,3
21,Female,2,2,5,1
63,Male,3,1,,1
53,Female,3,1,,1
30,Male,2,1,4,1
15,Female,2,3,5,1
18,Female,2,3,5,1
48,Female,2,1,3.8,3
25,Male,2,1,3.8,3
47,Female,2,1,3.8,3
48,Female,3,11,3.8,3
25,Male,3,11,3.8,3
47,Female,3,11,3.8,3
25,Male,1,1,5,1
34,Female,3,1,4.3,1
56,Female,3,1,4.3,1
,Male,3,1,4.3,1
35,Male,3,1,4.3,1
23,Male,1,1,4,1
18,Female,2,1,,3
20,Male,2,1,,3
31,Female,2,0,5,3
28,Male,1,0,,3
29,Female,1,1,,1
65,Female,3,1,5,3
70,Male,3,1,5,3
43,Male,1,0,,3
27,Male,1,3,,1
21,Male,1,1,,1
26,Male,1,1,,1
27,Female,3,0,,1
26,Female,1,0,4,3
63,Female,4,2,5,1
37,Female,4,2,5,1
,Male,4,2,5,1
40,Male,4,1,5,3
,Male,4,1,5,3
36,Female,4,1,5,3
37,Male,5,3,3,1
35,Female,5,3,3,1
,Female,5,3,3,1
58,Female,5,3,3,1
80,Female,5,3,3,1
20,Female,1,2,4,1
28,Female,1,4,5,1
27,Male,1,2,,3
24,Male,4,6,5,1
23,Female,4,6,5,1
53,Female,1,1,,1
,Female,3,3,4.7,3
42,Male,3,3,4.7,3
12,Female,3,3,4.7,3
65,Female,3,3,4.7,3
41,Female,3,3,4.7,3
26,Female,4,3,,3
61,Female,4,3,,3
27,Female,4,3,,3
29,Male,4,3,,3
27,Female,2,0,4,1
24,Male,1,6,4,1
23,Male,2,0,5,1
42,Male,4,7,5,1
,Male,4,7,5,1
34,Female,4,7,5,1
,Male,3,2,,6
29,Female,3,2,,6
31,Male,3,2,,6
41,Female,3,2,5,1
12,Female,3,2,5,1
32,Female,2,0,,1
27,Female,1,1,5,1
60,Male,4,2,,1
22,Female,4,2,,1
25,Female,4,1,,1
56,Female,4,1,,1
60,Male,2,1,,1
68,Female,2,1,,1
26,Female,1,1,5,1
61,Female,1,1,5,1
25,Female,3,2,,1
54,Female,3,2,,1
47,Female,1,2,,3
47,Female,1,0,,3
26,Male,1,0,3.7,3
22,Female,1,0,3.7,3
30,Female,1,0,3.7,3
26,Male,4,10,3.7,1
22,Female,4,10,3.7,1
30,Female,4,10,3.7,1
30,Male,2,2,,1
58,Male,2,2,,1
35,Male,1,1,5,3
31,Male,2,1,3.5,3
48,Female,2,1,3.5,3
28,Male,1,16,3.4,1
28,Male,1,1,3.4,3
42,Male,3,2,4.6,1
42,Female,3,2,4.6,1
70,Female,3,2,4.6,1
33,Female,1,1,,1
42,Female,5,3,4.3,1
26,Female,5,3,4.3,1
,Female,5,1,5,1
25,Female,5,1,5,1
29,Male,5,1,5,1
24,Male,2,1,,1
20,Male,1,0,,3
24,Female,3,9,4,1
48,Female,3,9,4,1
80,Female,5,1,,3
22,Female,5,1,,3
51,Female,5,1,,3
44,Male,4,1,,1
68,Female,4,1,,1
39,Female,4,1,,1
72,Male,4,1,,1
,Female,4,1,,1
22,Male,2,4,5,1
21,Female,2,4,5,1
69,Male,2,1,,3
38,Female,4,2,5,1
22,Female,2,2,,1
43,Female,2,2,,1
,Male,2,2,,1
61,Male,1,2,,3
28,Male,1,2,,3
34,Male,1,1,5,1
80,Female,2,1,5,3
28,Female,2,1,5,3
80,Female,8,2,5,3
30,Female,8,2,5,3
28,Female,8,2,5,3
55,Female,2,1,,1
36,Male,2,1,,1
23,Female,1,0,,1
29,Female,4,1,5,1
29,Male,4,1,5,1
64,Male,4,1,5,1
,Female,2,2,4.8,3
25,Female,2,2,4.8,3
48,Male,1,1,5,1
26,Female,2,1,,1
66,Male,1,2,4.5,3
41,Male,1,2,4.5,3
22,Female,2,0,4,3
51,Female,2,1,,1
32,Female,2,1,,1
40,Female,3,1,5,1
22,Male,3,1,5,1
28,Male,1,2,,1
30,Male,2,1,5,1
45,Female,1,1,3.5,3
31,Male,1,1,3.5,3
30,Male,3,1,,1
33,Male,2,4,3.5,1
,Female,2,4,3.5,1
12,Male,2,4,3.5,1
39,Female,2,4,3.5,1
33,Female,1,3,5,1
27,Male,2,10,4.7,3
30,Female,2,10,4.7,3
55,Female,4,0,,1
67,Male,4,0,,1
35,Female,4,0,,1
58,Male,4,0,,1
24,Female,1,1,,1
27,Male,2,2,5,1
23,Female,2,1,5,3
40,Female,2,1,5,3
21,Male,2,1,5,3
52,Male,3,1,,3
25,Female,3,1,,3
24,Female,3,1,,3
55,Female,8,9,4.5,3
34,Female,8,9,4.5,3
,Female,8,9,4.5,3
33,Female,1,0,,3
22,Male,1,2,5,3
23,Female,1,0,4,3
32,Male,4,5,4.5,1
31,Female,4,5,4.5,1
29,Female,4,5,4.5,1
44,Female,2,1,,6
26,Male,2,1,,6
18,Male,1,2,5,1
31,Male,2,2,,3
28,Female,2,2,,3
26,Female,2,1,4,1
14,Male,2,1,4,1
19,Female,2,1,4,1
22,Male,2,1,4,1
56,Male,2,1,4,1
27,Female,1,2,5,1
75,Male,3,1,,1
,Female,2,3,5,3
30,Female,2,3,5,3
62,Male,1,0,,3
22,Male,1,2,5,1
26,Male,1,1,,3
53,Female,2,5,5,1
29,Male,2,5,5,1
28,Female,4,4,,1
,Male,4,4,,1
37,Male,4,4,,1
53,Male,4,4,,1
,Female,4,4,,1
70,Female,2,1,,1
11,Male,1,0,2,3
42,Male,1,0,2,3
32,Female,1,2,3,3
23,Male,6,11,4,1
52,Female,6,11,4,1
30,Male,6,11,4,1
26,Female,6,11,4,1
21,Female,4,5,5,1
18,Male,4,5,5,1
40,Female,4,5,5,1
46,Male,4,5,5,1
74,Male,4,5,5,1
71,Female,4,5,5,1
55,Female,1,1,5,3
29,Male,3,19,5,3
55,Female,3,19,5,3
24,Male,2,1,4.5,1
23,Female,2,1,4.5,1
43,Male,1,1,,3
22,Male,1,3,5,1
25,Female,3,1,5,3
50,Male,3,1,5,3
25,Female,5,9,5,3
26,Male,5,9,5,3
,Female,5,9,5,3
50,Male,5,9,5,3
,Male,5,9,5,3
31,Female,4,2,,1
31,Male,4,2,,1
,Female,4,2,,1
,Female,3,7,5,1
28,Female,3,7,5,1
71,Male,2,1,3.3,1
46,Male,2,1,3.3,1
42,Female,2,1,3.3,1
22,Male,2,1,3.3,1
37,Male,1,1,,6
26,Male,4,0,,1
20,Female,1,1,,1
26,Female,1,1,3.8,3
24,Female,1,1,3.8,3
21,Female,3,1,,1
50,Female,3,1,,1
52,Female,1,0,,1
30,Male,1,0,,3
31,Male,3,31,5,3
26,Female,3,31,5,3
34,Male,1,1,5,3
55,Female,3,2,5,1
54,Male,3,2,5,1
55,Male,3,2,5,1
27,Female,1,2,5,3
35,Male,1,2,5,3
54,Male,1,2,5,3
80,Female,3,1,,1
79,Female,3,1,,1
30,Male,1,0,5,1
59,Female,4,2,5,3
34,Male,1,0,5,3
53,Female,3,2,,1
55,Female,3,2,,1
34,Male,1,2,4,1
23,Female,2,0,,1
46,Female,3,2,,1
28,Male,3,2,,1
21,Female,3,2,,1
22,Male,2,1,,1
26,Male,1,1,4,1
22,Male,1,1,5,6
53,Male,1,1,5,6
38,Female,2,3,5,1
32,Female,2,3,5,1
40,Male,2,3,5,1
20,Male,2,0,1,3
52,Male,2,0,1,3
,Male,5,1,5,3
24,Female,5,1,5,3
27,Male,2,2,,3
45,Female,3,1,3.6,1
18,Female,3,1,3.6,1
19,Male,3,1,3.6,1
65,Female,3,1,3.6,1
73,Male,3,1,3.6,1
45,Female,3,3,4.5,1
36,Male,2,2,,3
37,Male,2,2,,3
27,Female,1,1,,3
27,Female,1,4,4.8,1
56,Male,1,4,4.8,1
51,Female,1,4,4.8,1
32,Male,1,4,4.8,1
42,Female,1,1,5,3
22,Female,2,2,4.5,3
28,Male,2,2,4.5,3
50,Male,4,3,5,1
15,Female,4,3,5,1
35,Female,1,0,5,3
35,Female,2,1,,1
36,Male,1,5,,1
27,Female,2,2,,1
28,Male,2,2,,1
32,Male,1,1,,3
22,Female,1,2,5,3
28,Female,2,2,5,1
59,Male,2,2,5,1
59,Female,2,2,5,1
19,Male,1,1,,1
27,Female,3,2,4.5,3
45,Female,3,2,4.5,3
22,Female,3,2,5,1
22,Male,2,2,3,1
43,Male,2,2,5,1
34,Male,5,7,,3
,Male,5,7,,3
23,Male,2,1,4,3
25,Male,1,1,3.5,1
21,Female,2,1,5,1
39,Male,2,1,5,1
29,Female,1,8,3.3,1
39,Male,2,0,,1
38,Female,2,0,,1
21,Female,1,2,5,1
22,Female,1,2,5,1
49,Female,2,2,5,1
52,Male,2,2,5,1
60,Female,2,2,5,1
30,Male,2,2,5,1
27,Female,3,0,,3
30,Female,4,1,,1
32,Female,4,1,,1
60,Female,4,1,,1
39,Male,3,0,,1
11,Female,2,1,5,1
44,Male,2,1,5,1
38,Male,3,1,,1
27,Male,2,7,4.5,3
26,Female,2,7,4.5,3
24,Female,1,1,3.7,6
,Male,1,1,3.7,6
24,Male,1,1,,3
34,Male,2,1,4,3
27,Female,2,1,4,3
27,Male,1,1,3.7,3
33,Female,1,1,3.7,3
22,Male,2,5,5,3
59,Female,2,5,5,3
33,Male,3,3,5,1
30,Female,3,3,5,1
35,Male,4,13,4.5,1
33,Female,4,13,4.5,1
,Male,4,13,4.5,1
59,Female,4,13,4.5,1
30,Male,4,1,5,1
50,Female,4,1,5,1
33,Female,4,1,5,1
28,Male,4,1,5,1
25,Male,1,2,5,1
32,Male,1,2,5,3
38,Male,2,2,5,3
45,Female,1,1,4,3
34,Male,1,1,4,3
45,Female,2,2,4,6
34,Male,2,2,4,6
20,Male,1,1,,1
52,Female,1,1,,1
51,Male,3,8,5,6
27,Male,3,8,5,6
39,Male,1,2,3.4,1
72,Female,1,2,3.4,1
81,Male,1,2,3.4,1
38,Female,1,2,3.4,1
39,Male,2,1,,1
36,Female,2,1,5,1
42,Female,2,1,5,1
18,Male,2,1,5,1
31,Male,2,1,5,3
50,Female,2,7,4.3,1
33,Female,2,7,4.3,1
29,Female,2,1,,1
26,Female,3,2,5,1
23,Male,4,11,3.7,6
32,Female,4,11,3.7,6
38,Male,4,11,3.7,6
23,Male,2,0,4,1
69,Male,4,3,5,1
67,Female,4,3,5,1
,Male,4,3,5,1
36,Male,4,3,5,1
32,Female,4,3,5,1
35,Male,1,4,4.7,3
,Female,4,4,5,1
39,Female,4,4,5,1
33,Female,4,4,5,1
64,Male,4,4,5,1
,Female,3,1,5,6
27,Female,3,1,5,6
,Male,3,1,5,6
34,Male,3,1,5,6
48,Female,3,1,5,6
44,Female,3,1,5,6
,Female,7,23,5,6
27,Female,7,23,5,6
,Male,7,23,5,6
34,Male,7,23,5,6
48,Female,7,23,5,6
44,Female,7,23,5,6
31,Male,1,4,5,6
27,Female,1,4,5,6
31,Female,6,3,5,3
51,Female,6,3,5,3
64,Male,6,3,5,3
16,Male,1,1,5,1
29,Male,3,0,4,3
33,Female,1,5,5,3
26,Female,1,3,,1
27,Male,1,0,5,3
16,Male,1,1,,1
42,Female,1,1,,1
45,Female,2,0,,1
18,Male,2,0,,1
21,Female,2,0,,1
29,Male,3,2,5,1
31,Female,2,1,,3
34,Female,2,0,,1
23,Male,1,1,3.5,1
30,Male,3,1,5,3
57,Female,2,0,,1
27,Male,2,2,,1
29,Female,2,2,,1
56,Female,2,2,,1
,Male,3,1,,3
52,Female,3,1,,3
31,Male,3,0,,1
39,Female,2,3,4.5,1
,Male,2,1,4.7,3
36,Female,2,1,4.7,3
38,Male,2,1,4.7,3
65,Male,2,1,4.5,1
36,Male,2,1,4.5,1
12,Male,2,1,4.5,1
29,Female,4,2,5,1
37,Female,4,3,,3
50,Female,4,3,,3
24,Female,4,3,,3
28,Female,1,2,,1
35,Male,1,2,,1
69,Female,1,2,,1
33,Male,1,0,4.5,1
27,Male,3,4,4.5,3
43,Female,3,4,4.5,3
,Male,3,4,4.5,3
51,Female,3,4,4.5,3
72,Male,3,1,3,1
,Male,3,1,3,1
23,Female,1,1,5,1
34,Male,1,2,,1
53,Female,2,2,,1
24,Male,2,2,2,3
23,Female,2,2,2,3
55,Female,3,4,4.5,1
61,Male,3,4,4.5,1
39,Male,2,0,1,3
16,Male,2,0,1,3
42,Female,2,0,1,3
35,Male,2,1,4.1,3
65,Male,2,1,4.1,3
58,Female,2,1,4.1,3
34,Female,2,1,4.1,3
35,Male,5,19,4.1,3
65,Male,5,19,4.1,3
58,Female,5,19,4.1,3
34,Female,5,19,4.1,3
27,Female,1,1,,1
23,Male,1,1,5,1
17,Female,1,0,,3
35,Male,2,1,5,1
34,Male,1,2,4.8,3
65,Male,1,2,4.8,3
59,Male,1,0,3,6
34,Male,2,1,,1
21,Male,4,1,,1
40,Male,4,1,,1
20,Female,4,1,,1
25,Female,4,3,1,1
,Male,4,3,1,1
55,Female,4,3,1,1
32,Male,4,3,1,1
58,Male,4,3,1,1
26,Male,1,0,,3
20,Male,1,1,5,3
66,Female,1,1,5,3
74,Male,1,1,5,3
23,Male,2,1,,3
25,Female,2,1,,3
42,Female,2,1,,3
20,Female,5,7,5,1
16,Male,5,7,5,1
47,Male,5,7,5,1
48,Male,5,7,5,1
24,Male,5,7,5,1
32,Male,3,2,1,3
37,Male,1,0,,1
29,Male,1,1,4,3
32,Male,1,0,4,3
79,Female,2,0,,1
23,Male,3,3,4,3
56,Male,3,3,4,3
31,Female,1,4,5,3
28,Male,6,2,4,1
54,Male,3,1,5,3
23,Male,3,1,5,3
31,Male,1,2,,1
44,Male,2,1,,1
33,Female,2,1,,1
40,Female,2,1,,1
45,Male,2,0,,3
37,Female,2,0,,3
27,Male,1,2,,1
49,Female,3,1,,1
56,Male,3,1,,1
37,Female,3,1,,1
42,Female,2,2,,3
30,Female,3,1,5,3
31,Male,3,1,5,3
21,Male,2,0,,6
71,Female,2,0,,6
,Female,2,9,3.8,3
,Female,2,1,3.8,3
41,Female,2,9,3.8,3
41,Female,2,1,3.8,3
34,Male,1,3,5,3
32,Female,1,3,5,3
68,Female,1,3,5,3
,Male,1,3,5,3
65,Male,1,3,5,3
34,Male,4,18,5,1
32,Female,4,18,5,1
68,Female,4,18,5,1
,Male,4,18,5,1
65,Male,4,18,5,1
61,Female,3,3,5,1
12,Male,3,3,5,1
39,Male,3,3,5,1
36,Male,3,3,5,1
66,Male,3,3,5,1
37,Female,3,3,5,1
20,Male,3,3,5,1
25,Female,1,0,4,3
26,Male,1,0,4,3
27,Female,1,1,4.7,3
34,Female,4,1,4,3
56,Female,2,1,5,3
35,Female,2,1,5,3
65,Male,2,1,5,3
56,Female,2,1,5,1
31,Female,2,1,5,1
24,Female,3,3,3,6
24,Male,3,3,3,6
,Male,1,0,2.7,3
,Female,1,0,2.7,3
29,Female,1,0,2.7,3
33,Male,1,0,2.7,3
19,Female,1,1,,1
,Female,1,0,,1
25,Male,2,3,4,3
55,Female,2,3,4,3
32,Female,1,0,,1
56,Male,3,2,5,1
22,Male,3,2,5,1
23,Male,3,2,5,1
28,Female,5,5,5,1
54,Male,5,5,5,1
53,Female,5,5,5,1
24,Male,5,5,5,1
26,Female,5,5,5,1
29,Female,5,5,5,1
27,Female,1,2,1,1
46,Male,2,1,,3
24,Male,2,1,,3
32,Male,4,2,5,1
30,Female,4,2,5,1
26,Male,2,1,5,1
31,Female,1,1,3.5,3
33,Male,1,1,3.5,3
81,Female,1,1,3.5,3
49,Female,1,1,3.5,3
80,Male,2,1,,1
65,Female,2,1,,1
22,Male,2,1,5,1
42,Female,4,2,,3
65,Female,4,2,,3
20,Male,2,1,3,1
47,Female,2,1,3,1
,Male,2,1,3,1
,Male,3,5,4,3
30,Male,3,5,4,3
30,Female,3,5,4,3
34,Female,8,1,,3
35,Male,8,1,,3
26,Female,1,2,5,1
28,Female,1,1,5,1
28,Male,3,1,4.3,3
26,Female,3,1,4.3,3
37,Female,1,2,,1
11,Female,1,2,,1
58,Female,2,2,3,1
21,Female,2,2,3,1
34,Male,2,2,3,1
59,Male,2,2,3,1
32,Female,2,2,3,1
26,Male,2,2,3,1
31,Female,7,4,4.5,1
40,Male,7,4,4.5,1
15,Female,7,4,4.5,1
44,Male,1,2,5,1
49,Male,1,1,5,6
78,Female,1,1,5,6
49,Male,4,6,5,1
78,Female,4,6,5,1
52,Male,1,0,5,1
25,Female,1,0,5,1
24,Male,1,4,4.7,1
30,Female,3,3,5,3
23,Male,1,1,4.5,3
23,Male,1,4,,3
,Female,1,0,5,3
33,Female,1,0,5,3
35,Female,2,2,5,3
26,Female,1,0,5,3
62,Female,2,1,,3
36,Female,2,1,,3
32,Male,5,4,5,1
,Male,5,4,5,1
60,Female,5,4,5,1
21,Female,1,0,2.7,3
26,Female,1,1,2.8,3
80,Female,3,2,,1
18,Male,1,1,,3
20,Female,1,1,,3
11,Female,1,1,,3
47,Male,1,1,,3
25,Female,2,1,5,1
24,Male,1,5,,1
39,Male,2,4,5,1
29,Female,2,4,5,1
22,Female,1,1,5,3
37,Male,1,1,,1
50,Female,1,2,,3
28,Female,1,2,,3
52,Male,1,2,,3
21,Female,1,2,,3
50,Female,5,9,,1
28,Female,5,9,,1
52,Male,5,9,,1
21,Female,5,9,,1
35,Male,2,2,5,1
67,Male,2,0,,3
39,Male,1,1,5,3
,Female,3,5,4.3,1
35,Male,3,5,4.3,1
35,Female,3,5,4.3,1
21,Male,1,2,4,3
19,Female,1,0,5,3
51,Female,3,2,,1
32,Female,3,2,,1
62,Male,3,2,,1
24,Female,3,0,,1
35,Male,3,4,5,1
,Male,3,1,4,1
35,Female,3,0,,1
59,Female,1,0,2.8,3
30,Male,1,0,2.8,3
62,Male,1,0,2.8,3
33,Female,1,0,2.8,3
59,Female,3,5,2.8,3
30,Male,3,5,2.8,3
62,Male,3,5,2.8,3
33,Female,3,5,2.8,3
20,Female,1,1,5,1
55,Female,4,2,,1
58,Male,3,3,5,1
53,Male,3,3,5,1
29,Male,3,1,4,1
28,Female,3,1,4,1
30,Male,1,3,4.4,1
30,Male,1,1,4.4,3
,Male,1,1,5,3
30,Female,1,1,5,3
35,Male,3,11,5,6
,Male,3,11,5,6
30,Female,3,11,5,6
19,Female,1,1,5,3
57,Male,1,1,5,3
26,Female,2,2,,1
24,Male,2,2,,1
42,Male,3,1,5,1
65,Female,3,1,5,1
35,Female,3,1,5,1
28,Female,1,1,4,3
58,Female,1,1,4,3
24,Male,1,2,4.4,3
22,Female,1,2,4.4,3
21,Male,2,2,,1
15,Female,2,2,,1
45,Female,3,2,5,3
46,Male,3,2,5,3
12,Female,3,2,5,3
45,Female,6,9,5,1
46,Male,6,9,5,1
12,Female,6,9,5,1
31,Female,2,1,,1
29,Male,3,2,,1
24,Female,3,2,,1
26,Male,3,2,,1
27,Male,1,0,,3
31,Male,3,2,5,1
38,Female,3,2,5,1
29,Female,3,2,5,1
78,Male,3,0,,3
29,Male,6,0,4,3
25,Female,6,0,4,3
23,Male,1,1,1,1
33,Female,3,3,,3
37,Male,3,3,,3
60,Female,3,3,,3
74,Male,3,3,,3
44,Male,4,2,,1
42,Female,4,2,,1
19,Female,1,0,,3
33,Male,3,0,5,3
,Male,3,0,5,3
33,Male,4,4,5,1
,Male,4,4,5,1
26,Female,1,2,5,3
35,Male,1,0,,3
33,Male,1,1,5,3
39,Male,1,1,5,1
24,Female,1,4,,1
55,Male,2,0,,1
31,Male,2,0,,1
26,Female,2,0,3,3
27,Male,2,0,3,3
18,Male,4,3,5,1
18,Female,4,3,5,1
32,Female,3,3,4,3
63,Female,3,3,4,3
35,Male,3,3,4,3
,Female,3,3,4,3
28,Male,1,2,5,3
25,Male,1,0,5,3
,Female,5,3,5,3
65,Male,5,3,5,3
23,Male,5,3,5,3
38,Male,5,3,5,3
42,Male,5,3,5,3
35,Female,1,1,4,3
41,Female,3,0,,1
66,Female,4,5,5,3
38,Female,4,5,5,3
30,Male,4,5,5,3
27,Male,1,0,2,3
32,Female,1,0,5,3
46,Male,1,0,2,3
45,Male,1,2,,3
16,Male,6,1,4.8,3
13,Male,6,1,4.8,3
46,Male,6,1,4.8,3
69,Male,6,1,4.8,3
24,Female,4,4,3.7,1
44,Female,4,4,3.7,1
36,Male,1,1,3,3
26,Male,3,11,5,3
26,Male,3,2,5,3
25,Female,3,11,5,3
25,Female,3,2,5,3
,Male,2,2,3,1
35,Female,1,0,4,3
25,Male,1,0,5,1
,Female,2,3,5,1
13,Female,2,3,5,1
39,Female,2,3,5,1
25,Male,2,1,,3
56,Male,2,1,,3
23,Male,3,5,4,1
25,Female,3,5,4,1
23,Male,1,0,,3
36,Male,1,3,5,1
26,Female,3,5,4,3
27,Male,3,5,4,3
65,Male,3,5,4,3
62,Female,3,5,4,3
55,Female,1,1,5,1
24,Male,2,2,5,3
38,Male,1,3,,3
33,Female,3,1,,3
47,Female,1,1,3,3
22,Male,1,1,3,3
38,Male,1,2,5,3
,,1,2,5,3
30,Male,3,1,5,1
23,Female,3,1,5,1
24,Male,1,1,4,1
40,Male,2,5,5,1
24,Male,1,2,5,3
24,Female,1,2,5,3
24,Male,1,1,4.1,6
24,Female,1,1,4.1,6
55,Male,1,1,4.1,6
50,Male,1,1,4.1,6
45,Female,1,1,4.1,6
58,Male,1,1,4.1,6
28,Female,1,1,4.1,6
24,Male,7,54,4.1,6
24,Female,7,54,4.1,6
55,Male,7,54,4.1,6
50,Male,7,54,4.1,6
45,Female,7,54,4.1,6
58,Male,7,54,4.1,6
28,Female,7,54,4.1,6
