age,gender,profiles,cases,score,Output
24,Female,1,3,4.5,1
18,Female,2,0,,1
28,Male,1,0,2,1
46,Female,2,1,5,1
23,Male,1,0,3,3
39,Female,2,1,,3
36,Female,2,0,5,1
61,Male,2,2,5,1
40,Male,2,2,5,1
15,Male,2,2,5,1
42,Female,2,2,5,1
33,Female,1,3,,1
,Male,1,3,,1
35,Male,1,3,,1
62,Male,1,0,4,1
28,Male,1,2,5,1
30,Female,1,1,4.3,1
31,Female,4,1,,1
,Female,1,2,1,1
64,Male,1,2,1,1
34,Male,1,2,1,1
47,Female,1,0,4,1
28,Female,1,0,4,1
42,Male,5,2,3,3
11,Male,5,2,3,3
58,Female,1,0,5,1
61,Male,3,1,,1
58,Male,2,1,,1
38,Female,1,0,,1
37,Male,2,0,,3
43,Female,1,0,5,1
30,Female,3,2,5,1
52,Male,2,2,4,1
60,Male,1,2,4,1
30,Female,3,4,5,1
31,Male,3,2,,1
42,Female,1,11,4,1
59,Female,3,1,,1
36,Male,3,1,,1
26,Female,1,1,4.3,1
26,Male,1,1,4.3,1
18,Female,1,0,5,1
32,Male,2,0,,3
65,Female,1,1,5,1
26,Female,4,1,,1
29,Male,4,1,,1
20,Female,1,0,5,1
21,Female,1,1,3,1
39,Male,3,2,,1
68,Female,3,2,,1
68,Male,3,2,,1
22,Female,2,0,5,1
61,Female,1,0,5,1
11,Male,5,3,,1
40,Male,5,3,,1
26,Female,3,5,,3
50,Female,3,5,,3
20,Female,2,0,,1
34,Male,1,1,,1
31,Male,5,3,,1
25,Male,5,3,,1
26,Female,5,3,,1
50,Male,3,0,5,1
30,Male,3,0,5,1
28,Female,3,0,5,1
,Male,3,0,5,1
21,Female,3,0,5,1
48,Female,3,0,5,1
54,Female,3,1,5,1
32,Female,1,0,5,1
,Female,1,0,5,1
59,Male,1,0,5,1
32,Male,1,3,5,1
11,Female,3,2,5,3
42,Male,3,2,5,3
24,Male,1,0,4,1
,Female,1,1,5,1
37,Female,2,0,3,1
76,Female,2,0,,1
58,Male,2,0,,1
19,Male,2,0,,1
26,Male,2,0,,1
36,Male,3,3,,1
59,Male,3,3,,1
56,Female,3,3,,1
35,Female,3,3,,1
64,Male,4,0,4.5,1
50,Female,4,0,4.5,1
25,Female,1,2,,3
34,Female,1,3,5,3
21,Female,1,0,,1
60,Male,2,5,4,1
27,Male,2,5,4,1
46,Male,3,1,,1
54,Male,1,1,,3
36,Female,1,1,4,1
38,Male,1,1,4,1
37,Male,1,0,3,1
38,Male,2,1,,1
77,Male,2,1,,1
,Female,2,0,4,1
29,Female,4,4,,1
70,Female,4,4,,1
51,Female,4,4,,1
46,Male,2,2,,3
17,Male,2,2,,3
45,Female,2,2,,3
58,Female,2,0,,1
66,Male,1,1,,1
31,Male,1,3,5,1
25,Female,1,2,5,1
56,Female,1,2,5,1
30,Male,1,2,5,1
70,Male,1,2,5,1
18,Female,2,0,5,1
52,Female,2,1,5,1
24,Female,1,0,,3
67,Male,1,2,,1
29,Male,1,0,1,1
29,Female,2,0,5,1
57,Male,2,3,5,1
29,Male,2,3,5,1
50,Female,2,3,5,1
14,Female,1,0,5,3
,Male,1,0,5,1
57,Female,1,0,,1
29,Female,2,2,,3
58,Female,2,2,,3
20,Female,5,2,,3
15,Female,5,2,,3
17,Male,5,2,,3
40,Female,5,2,,3
70,Male,3,3,5,3
36,Female,3,3,5,3
31,Male,1,1,,3
48,Male,1,0,,3
88,Male,3,0,,3
80,Female,3,0,,3
50,Male,3,0,,3
25,Male,1,2,,1
38,Male,1,0,1,1
,Male,4,1,,1
25,Female,5,2,,1
,Male,5,2,,1
32,Female,5,2,,1
24,Female,1,2,5,1
62,Female,2,0,,1
22,Male,1,0,4.5,1
24,Male,2,0,,3
45,Female,1,0,5,1
60,Female,3,1,1,1
25,Female,3,1,1,1
25,Male,3,2,5,1
23,Male,2,2,5,1
38,Male,2,2,5,1
55,Male,2,2,5,1
36,Male,7,1,,1
,Male,7,1,,1
36,Male,4,4,,3
,Male,4,4,,3
,Female,4,4,,3
57,Female,3,3,,1
26,Female,3,3,,1
25,Male,3,3,,1
,Male,5,3,,3
68,Female,5,3,,3
12,Female,5,3,,3
32,Female,1,0,,3
34,Female,1,0,5,1
25,Female,2,0,,3
32,Female,1,1,5,1
57,Male,2,1,,1
44,Male,1,0,5,1
60,Male,1,1,,1
34,Female,2,2,,1
65,Male,2,2,,1
26,Male,3,1,,3
73,Male,3,3,5,3
22,Female,1,2,,1
35,Female,1,0,5,1
31,Female,1,2,,3
25,Female,1,0,4,1
,Female,1,2,,1
61,Female,1,2,,1
59,Female,2,0,5,1
33,Male,2,0,5,1
66,Male,2,0,5,1
31,Female,2,0,5,1
25,Female,1,4,,3
42,Male,3,1,,1
70,Male,1,1,,1
30,Female,1,1,,3
,Female,2,0,5,1
29,Female,3,0,,6
,Female,3,0,,6
58,Male,3,0,,6
52,Female,3,0,,6
19,Female,1,0,,1
65,Male,1,2,,1
38,Male,1,2,,1
44,Male,3,1,,1
27,Female,2,1,,3
81,Male,2,0,,1
30,Male,3,1,,3
60,Male,3,1,,3
58,Female,3,1,,3
64,Male,3,1,,3
45,Male,4,1,,3
36,Female,4,1,,3
,Male,4,1,,3
27,Female,4,1,,3
52,Male,2,0,,3
20,Female,1,0,,3
33,Male,3,4,,1
31,Female,3,4,,1
,Female,3,4,,1
50,Male,3,4,,1
31,Female,3,2,,1
27,Male,4,2,,1
85,Male,4,2,,1
75,Female,4,2,,1
63,Female,2,0,,1
52,Female,3,2,,3
75,Female,3,2,,3
20,Male,3,2,,3
76,Female,3,2,,3
29,Female,1,2,,1
34,Female,7,0,,1
34,Male,7,0,,1
60,Female,7,0,,1
30,Female,3,2,,3
70,Male,3,2,,3
25,Male,5,4,,1
24,Female,5,4,,1
45,Male,5,4,,1
59,Male,5,4,,1
25,Male,3,2,,1
60,Male,3,1,,1
51,Male,3,1,,1
60,Female,2,1,,1
70,Male,2,1,,1
37,Male,1,2,,1
58,Male,3,1,,1
50,Female,3,0,,1
55,Male,3,0,,1
29,Female,2,1,,3
20,Male,2,1,,1
22,Female,3,1,,1
62,Male,3,1,,1
55,Female,2,1,,3
30,Female,2,1,,3
19,Male,3,1,,1
79,Male,3,1,,1
38,Male,1,1,,1
70,Female,1,2,,1
47,Female,2,1,,3
42,Female,2,0,,1
49,Female,2,0,,1
60,Female,2,1,,3
34,Female,4,2,,1
19,Male,1,2,,3
48,Female,2,1,,1
70,Female,2,0,,1
51,Male,1,2,,3
41,Male,1,1,,1
14,Female,1,1,,1
24,Male,2,0,,1
64,Male,7,3,,1
66,Male,7,3,,1
27,Female,7,3,,1
,Male,7,3,,1
26,Female,7,3,,1
,Female,7,3,,1
19,Male,7,3,,1
28,Male,7,3,,1
62,Male,1,0,,1
54,Male,1,1,,1
29,Male,1,2,,3
16,Female,3,3,,1
67,Male,3,3,,1
29,Male,3,3,,1
29,Female,3,3,,1
30,Female,3,3,,1
44,Female,3,3,,1
85,Male,3,3,,1
40,Female,4,1,,3
15,Female,4,1,,3
33,Female,3,1,,1
62,Female,3,1,,1
36,Female,3,1,,3
42,Male,3,1,,3
80,Male,3,2,,1
32,Female,1,1,,1
37,Female,1,1,,1
38,Female,2,1,,1
59,Female,2,1,,3
65,Male,2,1,,3
24,Female,1,2,,3
58,Female,5,2,,3
24,Female,5,2,,3
52,Female,2,1,,3
39,Female,1,1,,1
41,Female,1,1,,1
40,Male,1,1,,1
40,Male,2,0,,3
42,Female,2,0,,3
41,Male,2,0,,3
,Female,1,1,,3
34,Male,4,2,,1
34,Male,2,0,,1
65,Male,1,0,,1
47,Female,2,0,,1
54,Male,2,0,,1
50,Male,3,2,,1
83,Male,3,2,,1
60,Male,2,0,,3
30,Male,2,0,,3
31,Male,3,4,,3
60,Female,3,4,,3
31,Female,3,4,,3
59,Female,1,1,,1
27,Male,4,1,,1
40,Female,4,1,,1
12,Female,1,2,,1
36,Female,1,1,,1
45,Male,1,1,,3
43,Male,1,1,,1
34,Male,1,0,,3
62,Female,2,2,,3
68,Male,2,2,,3
33,Female,3,3,,1
39,Male,1,1,,3
44,Female,3,2,,1
12,Male,3,2,,1
20,Male,3,2,,1
18,Female,3,2,,1
48,Male,3,2,,1
40,Female,3,2,,1
58,Female,1,1,,1
36,Male,1,2,,3
32,Female,1,2,,3
45,Female,1,2,,3
,Female,5,1,,3
72,Female,5,1,,3
76,Male,5,1,,3
49,Male,1,0,,1
38,Male,1,1,,3
54,Male,2,1,,3
72,Female,1,0,,1
13,Female,2,0,,1
17,Female,1,1,,1
65,Male,1,1,,3
41,Male,1,2,,1
49,Female,1,1,,3
61,Male,1,0,,1
80,Female,2,1,,3
39,Male,2,1,,3
62,Male,2,1,,1
68,Male,2,1,,1
33,Female,1,1,,3
33,Male,1,1,,3
44,Female,1,0,,1
62,Male,2,0,,1
16,Female,1,0,,1
58,Female,1,0,,1
55,Male,1,0,,1
27,Female,3,1,,3
14,Male,3,1,,3
34,Male,2,2,,1
,Female,2,2,,1
66,Male,2,0,,1
68,Female,3,1,,1
38,Female,3,1,,1
43,Male,1,0,,1
78,Female,1,0,,1
63,Female,3,2,,1
35,Male,3,1,,1
35,Female,3,1,,1
42,Male,1,1,,3
36,Male,1,1,,3
45,Female,2,2,,1
47,Female,2,2,,1
18,Female,2,2,,1
16,Male,2,2,,1
49,Female,2,2,,1
42,Female,2,3,,6
,Male,2,3,,6
37,Male,2,3,,6
61,Female,2,1,,3
45,Female,2,0,,3
75,Female,2,0,,3
68,Male,3,1,,1
79,Male,3,2,,1
65,Male,1,2,,3
58,Female,3,2,,1
29,Female,3,2,,1
34,Female,3,2,,1
50,Female,3,1,,3
39,Female,1,1,,3
56,Female,1,1,,3
,Male,1,2,,1
42,Male,1,0,,3
46,Female,1,0,,3
41,Female,2,1,,3
38,Male,2,1,,3
73,Male,2,1,,3
39,Female,2,1,,1
68,Male,1,1,,3
62,Female,1,1,,3
51,Female,2,1,,3
73,Male,2,1,,1
31,Male,3,3,,1
28,Female,3,4,,3
50,Female,3,4,,3
72,Male,3,4,,3
67,Female,2,0,,3
74,Male,1,0,,3
32,Male,1,0,,6
21,Female,1,0,,6
63,Male,1,0,,6
21,Male,3,4,,1
22,Male,3,4,,1
24,Male,3,4,,1
22,Female,3,4,,1
51,Male,1,1,,1
51,Female,1,0,,1
53,Male,4,0,,1
31,Female,1,1,,3
43,Female,1,1,,3
50,Male,1,1,,3
73,Male,3,1,,1
35,Male,1,3,,3
36,Male,1,3,,3
37,Male,1,3,,3
46,Female,2,1,,1
41,Male,1,2,,3
31,Female,1,3,,3
26,Male,1,3,,1
16,Female,1,3,,1
,Female,3,2,,3
44,Female,3,2,,3
33,Male,3,2,,3
27,Female,1,2,,3
32,Male,1,2,,1
55,Female,1,2,,3
56,Female,1,2,,3
69,Female,3,1,,1
29,Female,1,4,,3
63,Male,2,1,,1
25,Male,1,3,,1
45,Female,3,1,,1
49,Female,1,1,,1
62,Male,2,1,,3
57,Female,3,1,,1
47,Male,1,1,,1
57,Male,1,1,,3
67,Female,1,2,,3
68,Male,1,2,,3
37,Male,1,2,,3
,Male,1,2,,3
15,Male,1,0,,1
27,Male,1,1,,3
49,Male,1,1,,1
67,Female,2,3,,1
65,Male,2,3,,1
25,Female,2,3,,1
51,Female,2,2,,1
61,Male,2,2,,1
18,Male,2,2,,3
22,Female,2,2,,3
54,Male,2,2,,3
43,Female,2,2,,3
43,Male,2,3,,1
30,Male,4,1,,3
45,Male,1,1,,1
40,Female,4,3,,1
42,Male,4,3,,1
39,Female,4,3,,1
63,Female,4,3,,1
65,Male,4,3,,1
68,Female,1,2,,1
12,Female,3,0,,1
65,Female,2,0,,1
25,Female,5,1,,1
,Male,5,1,,1
35,Male,5,1,,1
27,Female,5,1,,1
64,Male,2,1,,1
65,Female,3,2,,3
42,Male,3,2,,3
17,Female,3,2,,3
38,Female,3,2,,3
38,Male,1,0,,3
45,Male,3,2,,3
16,Female,3,2,,3
61,Female,3,1,,1
54,Female,1,0,,1
17,Male,1,1,,1
38,Female,1,1,,1
68,Male,1,0,,1
61,Female,2,1,,1
52,Female,2,0,,1
72,Male,1,1,,1
32,Female,3,4,,1
50,Female,3,4,,1
37,Female,2,2,,1
37,Male,2,2,,1
55,Male,5,2,,3
39,Female,5,2,,3
22,Male,5,2,,3
21,Male,5,2,,3
43,Male,5,2,,3
57,Female,2,1,,3
31,Female,2,0,,1
36,Male,2,2,,1
55,Male,2,2,,1
50,Female,2,2,,1
35,Male,2,1,,1
32,Female,2,0,,3
33,Female,2,3,,1
63,Male,2,3,,1
,Male,2,3,,1
82,Female,1,0,,1
16,Male,1,0,,1
56,Female,2,0,,1
50,Female,2,0,,3
32,Male,6,13,,1
62,Female,6,13,,1
62,Male,6,13,,1
31,Female,6,13,,1
74,Female,1,0,,1
33,Male,1,0,,3
73,Female,1,1,,3
57,Female,3,2,,3
51,Male,1,0,,1
58,Male,1,1,,3
56,Male,2,0,,1
19,Male,2,0,,3
40,Male,2,0,,1
64,Female,2,1,,1
36,Male,3,2,,1
55,Male,3,2,,1
34,Male,3,2,,1
56,Male,3,2,,1
13,Male,2,1,,3
35,Male,3,3,,3
,Male,3,3,,3
30,Female,3,3,,3
13,Female,2,1,,1
70,Female,3,2,,1
35,Male,3,2,,1
35,Female,3,2,,1
12,Male,2,0,,1
11,Female,1,0,,1
53,Male,2,0,,1
25,Female,1,2,,1
86,Female,1,1,,1
57,Male,3,1,,1
47,Male,2,1,,1
60,Female,2,2,,1
69,Male,2,0,,1
57,Male,3,3,,1
36,Female,2,1,,1
17,Female,2,0,,1
65,Male,2,0,,1
60,Female,1,1,,1
56,Male,1,0,,1
80,Male,2,1,,3
78,Male,3,1,,1
36,Male,4,1,,3
58,Female,4,1,,3
,Female,4,1,,3
73,Female,5,1,,1
53,Male,5,1,,1
46,Female,5,1,,1
11,Female,5,1,,1
46,Male,1,0,,1
37,Male,3,1,,1
32,Female,1,2,,1
64,Female,4,1,,1
36,Male,4,1,,1
63,Female,4,1,,1
29,Female,4,1,,1
64,Male,1,1,,3
64,Female,1,1,,3
42,Female,3,2,,1
13,Female,3,2,,1
78,Female,1,1,,1
63,Female,1,1,,1
53,Male,1,0,,1
84,Male,2,1,,3
21,Male,3,1,,1
80,Female,2,1,,1
21,Male,1,1,,3
82,Male,1,0,,1
45,Male,2,0,,1
50,Female,1,0,,1
59,Female,1,1,,3
58,Male,3,0,,1
70,Male,2,0,,1
86,Male,2,0,,1
83,Male,3,0,,1
14,Male,1,0,,1
,Male,4,3,,3
85,Female,1,0,,1
51,Female,2,0,,1
47,Male,2,2,,3
43,Male,3,1,,1
36,Male,3,0,,1
20,Female,1,2,,3
55,Female,1,1,,3
36,Male,1,2,,1
57,Male,2,1,,3
70,Female,2,1,,3
58,Female,3,1,,1
25,Male,3,1,,1
39,Female,3,1,,1
28,Male,2,1,,3
55,Male,2,1,,3
90,Male,3,1,,1
66,Female,2,0,,1
45,Female,3,2,,1
53,Female,2,0,,1
27,Female,3,3,,6
,Female,3,3,,6
33,Male,3,3,,6
37,Male,2,1,,3
35,Female,2,1,,3
67,Female,2,1,,1
76,Female,2,1,,1
63,Female,2,1,,1
42,Female,2,1,,1
38,Male,2,2,,1
33,Male,5,0,,3
62,Female,5,0,,3
34,Female,5,0,,3
,Male,5,0,,3
25,Male,2,3,,1
43,Female,2,3,,1
70,Female,2,2,,1
33,Female,1,2,,1
61,Male,1,1,,1
17,Male,1,0,,1
72,Male,2,1,,1
70,Female,1,1,,1
64,Male,1,0,,1
51,Male,2,2,,3
77,Female,1,0,,1
35,Female,1,2,,1
17,Male,1,1,,3
14,Male,1,0,,3
44,Male,1,0,,3
23,Female,1,3,,1
23,Male,3,1,,1
56,Male,1,1,,1
38,Male,2,0,,1
59,Male,2,0,,1
49,Female,1,0,,3
51,Male,1,0,,3
48,Female,5,1,,1
26,Female,5,1,,1
21,Female,1,1,,3
27,Male,3,2,,3
22,Male,3,1,,1
20,Female,2,1,,1
62,Female,1,0,,3
51,Female,1,1,,1
28,Male,1,3,,1
72,Female,6,1,,1
,Female,6,1,,1
37,Male,6,1,,1
45,Male,2,2,,3
39,Female,2,2,,3
66,Female,2,2,,3
57,Female,1,1,,1
68,Male,1,1,,1
31,Male,1,4,,1
39,Female,4,0,,1
31,Female,2,2,,3
26,Male,1,0,,6
56,Male,3,3,,3
31,Female,3,3,,3
29,Female,4,2,,1
35,Female,1,0,,6
35,Female,6,0,,3
22,Female,3,2,,1
51,Female,1,0,,3
30,Female,2,3,,1
77,Male,2,0,,1
32,Male,1,1,,6
33,Female,1,1,,6
17,Male,2,1,,1
65,Female,3,4,,3
42,Male,3,4,,3
24,Female,2,1,,3
58,Female,3,2,,3
36,Male,3,2,,3
26,Male,1,4,,3
52,Female,1,1,,3
59,Male,3,1,,1
51,Female,5,4,,1
26,Female,5,4,,1
78,Male,1,0,,1
70,Male,1,0,,1
61,Female,1,1,,1
42,Male,1,1,,1
54,Male,3,1,,1
24,Male,1,2,,3
62,Male,4,1,,1
23,Male,4,1,,1
61,Female,4,1,,1
52,Female,2,2,,3
24,Male,2,2,,3
39,Male,3,3,,3
,Female,3,3,,3
33,Female,1,2,,3
50,Female,2,3,,1
26,Female,2,3,,1
31,Female,2,0,,3
88,Male,1,0,,1
30,Female,3,2,,1
50,Female,1,1,,1
21,Male,1,0,,3
39,Male,4,1,,1
26,Male,1,2,,1
23,Male,3,0,,1
29,Male,3,0,,1
27,Female,2,3,,1
30,Male,3,3,,3
32,Female,3,3,,3
34,Female,3,3,,3
32,Male,2,2,,3
57,Male,1,1,,1
41,Male,2,3,,3
60,Male,2,3,,3
30,Male,1,2,,3
11,Male,2,0,,1
25,Male,1,2,,3
24,Female,3,4,,1
25,Male,3,4,,1
64,Male,3,4,,1
40,Male,2,2,,1
33,Male,2,2,,1
56,Female,3,1,,1
43,Male,2,0,,1
17,Male,2,0,,1
74,Male,2,0,,1
,Female,3,3,,1
70,Female,3,3,,1
38,Male,3,3,,1
37,Female,3,3,,1
72,Female,3,3,,1
39,Male,1,2,,1
85,Male,3,1,,1
75,Female,3,1,,1
33,Female,1,0,,6
32,Female,1,0,,6
73,Female,2,1,,1
42,Female,1,0,,3
38,Female,3,1,,3
38,Male,3,1,,3
20,Male,3,1,,3
11,Male,3,1,,3
17,Female,3,1,,3
32,Male,3,2,,1
47,Female,1,1,,3
33,Male,1,2,,3
,Female,1,2,,3
38,Male,1,2,,3
17,Male,1,2,,3
54,Female,1,1,,1
27,Male,1,5,,3
50,Female,2,2,,3
25,Male,2,2,,3
37,Male,1,1,,3
59,Male,2,1,,1
49,Male,2,1,,1
69,Female,1,0,,1
72,Male,2,0,,3
56,Female,3,0,,1
24,Male,3,2,,3
42,Male,6,1,,3
39,Male,1,2,,3
72,Male,3,1,,1
30,Female,2,2,,1
60,Male,1,0,,3
14,Male,2,1,,1
79,Male,2,1,,1
39,Male,3,1,,3
66,Male,3,1,,3
33,Female,3,4,,1
37,Male,3,4,,1
72,Male,1,0,,3
38,Female,1,0,,3
59,Female,1,0,,1
26,Male,2,1,,3
45,Male,2,1,,3
56,Female,2,1,,3
57,Male,2,3,,1
53,Female,2,3,,1
69,Male,1,1,,1
37,Male,1,0,,3
47,Female,3,2,,3
21,Female,3,2,,3
32,Female,2,4,,1
30,Female,2,4,,1
60,Male,1,1,,3
80,Female,2,2,,1
73,Male,4,2,,1
38,Female,1,2,,3
29,Female,8,1,,3
28,Male,8,1,,3
41,Female,2,0,,1
59,Male,4,1,,1
70,Female,4,1,,1
55,Female,4,1,,1
55,Female,3,3,,3
20,Female,2,2,,3
26,Male,3,4,,3
35,Female,3,4,,3
45,Female,3,4,,3
27,Male,3,4,,3
23,Female,3,2,,1
83,Female,2,2,,1
31,Male,4,4,,1
28,Male,4,4,,1
26,Female,4,4,,1
24,Female,4,4,,1
62,Female,2,2,,1
66,Male,2,2,,1
31,Female,2,2,,1
25,Female,1,0,,3
23,Female,1,0,,3
35,Male,1,2,,3
34,Male,2,3,,3
,Male,2,3,,3
74,Male,3,1,,3
65,Female,1,1,,1
66,Female,2,1,,1
37,Female,1,1,,3
53,Female,2,1,,6
16,Male,2,1,,1
59,Male,3,2,,1
72,Female,3,2,,1
15,Female,1,0,,1
34,Male,5,2,,3
31,Female,5,2,,3
13,Female,5,2,,3
,Male,5,2,,3
26,Male,3,3,,1
19,Female,4,3,,3
60,Female,4,3,,3
80,Female,2,0,,3
11,Female,3,2,,1
17,Male,3,2,,1
29,Male,2,2,,3
11,Female,2,1,,1
59,Female,3,0,,1
35,Male,3,0,,1
60,Male,3,0,,1
13,Female,5,1,,1
51,Female,5,1,,1
32,Female,5,1,,1
69,Female,3,0,,1
21,Male,1,5,,1
34,Female,3,0,,1
71,Male,2,1,,1
52,Male,2,1,,1
23,Male,1,1,,3
12,Female,4,1,,3
39,Female,4,1,,3
50,Male,4,1,,3
32,Female,1,1,,3
28,Female,2,0,,6
63,Female,1,1,,3
49,Female,3,1,,3
50,Male,3,1,,3
59,Male,2,1,,6
29,Male,2,1,,6
28,Female,2,1,,6
82,Female,1,1,,1
19,Male,3,2,,1
52,Female,1,0,,3
53,Female,1,3,,1
52,Female,1,3,,1
24,Male,1,3,,1
75,Female,1,0,,1
84,Female,2,0,,1
64,Female,1,0,,1
80,Female,1,0,,1
67,Male,1,1,,1
46,Female,2,2,,3
33,Male,2,2,,3
42,Male,2,2,,1
34,Female,1,4,,1
25,Male,1,4,,1
46,Female,1,4,,1
83,Male,2,0,,1
25,Female,1,3,,1
40,Female,1,3,,1
36,Male,2,4,,3
34,Female,2,4,,3
30,Female,1,2,,3
15,Male,2,1,,1
15,Female,1,1,,1
45,Female,2,3,,3
23,Female,2,3,,3
27,Male,2,3,,3
71,Male,4,0,,1
54,Female,1,1,,3
14,Male,1,1,,1
37,Male,3,1,,3
69,Male,3,1,,3
73,Male,2,0,,1
67,Male,1,0,,1
75,Female,2,0,,1
71,Female,3,1,,1
77,Male,3,0,,1
50,Male,3,0,,1
69,Female,2,0,,1
30,Male,3,2,,3
56,Male,3,2,,3
22,Female,1,3,,1
66,Male,2,1,,3
71,Male,2,1,,3
30,Male,1,3,,3
87,Female,2,0,,1
21,Female,5,1,,1
67,Female,5,1,,1
32,Female,2,2,,3
36,Female,2,2,,3
60,Male,2,2,,3
60,Female,3,0,,1
29,Female,5,0,,1
14,Female,5,0,,1
49,Female,5,0,,1
49,Male,5,0,,1
11,Female,1,1,,6
38,Male,1,1,,6
73,Female,1,1,,6
61,Male,2,1,,3
35,Male,3,2,,3
48,Female,3,2,,3
34,Female,3,2,,3
69,Female,2,1,,6
43,Male,2,1,,6
75,Female,1,1,,1
36,Female,2,2,,1
39,Male,2,2,,1
70,Male,1,1,,3
20,Female,1,2,,1
50,Male,1,2,,1
21,Female,1,0,,3
22,Female,1,0,,3
18,Female,1,1,,1
12,Female,3,2,,1
27,Male,3,2,,1
32,Male,2,3,,1
58,Female,2,2,,1
42,Female,1,0,,1
18,Male,1,1,,1
20,Female,2,1,,3
68,Female,1,0,,1
42,Female,3,1,,3
21,Male,3,1,,3
19,Male,2,2,,1
44,Female,2,2,,1
64,Female,1,2,,3
18,Female,3,0,,1
58,Female,3,0,,1
66,Female,1,1,,1
54,Male,4,1,,1
48,Female,2,0,,3
25,Male,2,0,,3
24,Female,2,0,,3
35,Female,3,1,,3
64,Male,1,2,,1
46,Female,2,0,,1
70,Female,1,0,,1
65,Female,1,0,,3
33,Male,6,0,,1
,Female,6,0,,1
43,Female,1,2,,1
,Male,4,2,,3
35,Female,4,2,,3
66,Male,1,1,,3
57,Male,1,2,,1
14,Female,1,0,,1
33,Female,2,2,,3
63,Male,1,0,,1
17,Female,1,0,,1
63,Male,4,1,,1
35,Female,4,1,,1
46,Female,3,2,,3
13,Female,3,2,,3
50,Male,1,0,,3
69,Male,1,0,,1
85,Male,1,0,,1
32,Male,4,1,,3
32,Female,4,1,,3
27,Male,2,1,,3
58,Female,2,0,,3
44,Female,1,1,,1
52,Male,4,2,,1
50,Female,4,2,,1
51,Female,4,2,,1
22,Male,1,3,,1
21,Female,1,3,,1
68,Female,2,0,,1
60,Male,1,2,,3
40,Male,1,3,,1
26,Female,2,4,,3
24,Male,1,2,,1
89,Female,1,0,,1
79,Female,1,1,,3
13,Male,1,1,,3
52,Male,3,2,,3
30,Male,4,4,,1
56,Male,4,4,,1
67,Male,3,2,,1
59,Male,3,4,,3
76,Female,3,4,,3
24,Male,3,4,,3
37,Male,3,4,,3
99,Male,2,0,,1
67,Female,1,0,,1
11,Female,1,1,,1
19,Male,4,2,,1
52,Female,4,2,,1
66,Female,1,0,,1
41,Female,1,0,,1
21,Male,2,0,,1
11,Male,1,1,,1
55,Female,1,0,,3
74,Female,3,0,,1
11,Male,1,1,,3
67,Female,1,1,,3
76,Male,1,0,,1
33,Female,2,1,,6
78,Female,2,1,,1
61,Male,2,2,,3
17,Female,1,1,,3
72,Male,4,2,,3
70,Male,4,2,,3
62,Female,4,2,,3
27,Male,6,0,,6
30,Male,6,0,,6
54,Female,6,0,,6
85,Male,3,3,,3
52,Male,3,3,,3
73,Female,1,0,,3
53,Female,3,1,,3
38,Male,3,2,,3
65,Male,3,2,,3
37,Female,1,0,,3
71,Female,2,0,,3
82,Female,2,0,,1
76,Female,1,0,,1
59,Female,2,0,,3
33,Female,2,2,,1
20,Male,1,2,,1
39,Female,1,2,,1
49,Male,1,2,,1
83,Male,1,0,,1
60,Female,1,0,,3
75,Male,2,0,,3
79,Male,2,0,,1
90,Female,2,0,,1
44,Female,2,0,,1
